Территория,Пол,Год,Прибыл,Выбыл,Сальдо,Статус
Республика Северная Осетия-Алания,Мужчины,2078,8066,9884,-1818,прогноз
Республика Северная Осетия-Алания,Мужчины,2079,8065,9939,-1874,прогноз
Республика Северная Осетия-Алания,Мужчины,2080,8130,9929,-1799,прогноз
Республика Северная Осетия-Алания,Мужчины,2081,8082,10030,-1948,прогноз
Республика Северная Осетия-Алания,Мужчины,2082,8026,10141,-2115,прогноз
Республика Северная Осетия-Алания,Мужчины,2083,8184,10037,-1853,прогноз
Республика Северная Осетия-Алания,Мужчины,2084,8397,9879,-1482,прогноз
Республика Северная Осетия-Алания,Мужчины,2085,8339,9990,-1651,прогноз
Республика Северная Осетия-Алания,Мужчины,2086,8125,10259,-2134,прогноз
Республика Северная Осетия-Алания,Мужчины,2087,8134,10304,-2170,прогноз
Республика Северная Осетия-Алания,Мужчины,2088,8357,10136,-1779,прогноз
Республика Северная Осетия-Алания,Мужчины,2089,8458,10089,-1631,прогноз
Республика Северная Осетия-Алания,Мужчины,2090,8392,10209,-1817,прогноз
Республика Северная Осетия-Алания,Мужчины,2091,8391,10264,-1873,прогноз
Республика Северная Осетия-Алания,Мужчины,2092,8455,10254,-1799,прогноз
Республика Северная Осетия-Алания,Мужчины,2093,8408,10356,-1948,прогноз
Республика Северная Осетия-Алания,Мужчины,2094,8352,10466,-2114,прогноз
Республика Северная Осетия-Алания,Мужчины,2095,8509,10363,-1854,прогноз
Республика Северная Осетия-Алания,Мужчины,2096,8722,10204,-1482,прогноз
Республика Северная Осетия-Алания,Мужчины,2097,8665,10316,-1651,прогноз
Республика Северная Осетия-Алания,Мужчины,2098,8450,10585,-2135,прогноз
Республика Северная Осетия-Алания,Мужчины,2099,8459,10630,-2171,прогноз
Республика Северная Осетия-Алания,Мужчины,2100,8682,10461,-1779,прогноз
Республика Татарстан (Татарстан),Всего,2017,95689,90898,4791,наблюдение
Республика Татарстан (Татарстан),Всего,2018,95749,93012,2737,наблюдение
Республика Татарстан (Татарстан),Всего,2019,90960,86520,4440,наблюдение
Республика Татарстан (Татарстан),Всего,2020,87849,83209,4640,наблюдение
Республика Татарстан (Татарстан),Всего,2021,96759,85311,11448,наблюдение
Республика Татарстан (Татарстан),Всего,2022,88773,79090,9683,наблюдение
Республика Татарстан (Татарстан),Всего,2023,86594,78509,8085,наблюдение
Республика Татарстан (Татарстан),Всего,2024,97434,92779,4655,прогноз
Республика Татарстан (Татарстан),Всего,2025,98336,93425,4911,прогноз
Республика Татарстан (Татарстан),Всего,2026,98638,94008,4630,прогноз
Республика Татарстан (Татарстан),Всего,2027,99044,94486,4558,прогноз
